QueryText,KccAns
WATERMELON BORON DEFICICENCY MANAGEMENT,WATERMELON BORON DEFICICENCY MANAGEMENT : RECOMMENDED TO SPRAY BORAX 2 GRAMS PER LITER OF WATER
BENGAL GRAM RUST,RECOMMENDED TO SPRAY MANCOZEB 3GR +DINOCAP1ML/LITER WATER
FERTILIZER MANAGEMENT IN CHILLI,RECOMMENDED TO SPRAY  13-0-45 1 KG/ACRE IN 200 LT WATER
GUAVA MEALY BUGS MANAGEMENT,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITRES OF WATER / ACRE
UPWARD CURLING IN CHILLI,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITERS OF WATER / ACRE
paddy nutrient management,"UREA-30 TILLERING STAGE  , POTASH-25 KG MILKY STAGE KG  PER ACRE"
sucking pest in groundnut,RECOMMENDED TO SPRAY DIMETHOATE  400 ML /200 LITRES OF WATER /ACRE
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
WEATHER REPORT IN KAMBADAHAL,WEATHER REPORT IN KAMBADAHAL: Mostly cloudy in your area
WEATHER REPORT,Delightful with clouds and sun
BANANA LEAF EATING CATERPILLAR MANAGEMENT,BANANA LEAF EATING CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  100 GRAMS /200 LITRES OF WATER / ACRE  ???????????
PANICLE MITE MANAGEMENT IN RICE,RECOMMENDED TO SPRAY DICOFOL 1 LITER /200 LITERS OF WATER /ACRE
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
WEATHER REPORT,WEATHER REPORT: : Today there is no chance of rainfall in your area
WEATHER REPORT,NO RAIN AND CLOUDY WEATHER
weather report:,Partly sunny with a shower or thunderstorm
WEATHER REPORT,WEATHER REPORT: Today there is no chance of rainfall in your area
CHILLI MARKET RATE,"MINIMUM;5000/-,MAXIMUM;	12700/- PER QUINTAL"
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
WEATHER REPORT,MOSTLY CLOUDY WEATHER OCCURS IN YOUR AREA.
management of chilli powder mildew,RECOMMENDED TO SPRAY DINOCAP  400 ML /200 LITRES OF WATER / ACRE
CHILLI MARKET RATE,"MINIMUM;4500/-,MAXIMUM;	6259/- PER QUINTAL"
WEATHER REPORT IN LAKSHMIPURAM,WEATHER REPORT IN LAKSHMIPURAM : Nice with periods of clouds and sunshine
weather report,Today there is no chance of rainfall in your area
WEATHER INFORMATION,"WEATHER INFORMATION : CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA"
WEATHER REPORT,no rain your area cloudy weather occur
WEATHER INFORMATION,"WEATHER INFORMATION : CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA"
weather report,Today there is no chance of rainfall in your area
RIDGE GOURD LEAF SPOT,RECOMMENDED TO SPRAY CARBENDAZIM + MANCOZEB 400  GRAMS/  200 LITRES OF WATER /ACRE
chili white fly management,RECOMMENDED TO SPRAY DIMETHOATE  400ML /200 LITRES OF WATER /ACRE
proper growth in lilliums,RECOMMENDED TO SPRAY  potassium nitrate (13-0-45)  1 KG/ACRE IN 200 LT WATER
ground nut weed management,RECOMMENDED TO SPRAY IMAZITAPYR  300- 400 ML/200 LITRES OF WATER  PER ACRE
weather report,Today there is no chance of rainfall in your area
weather report,no rain your area cloudy weather occur
COCONUT FERTILIZER MANAGEMENT,RECOMMENDED 1KG UREA+2 KG SSP+ 2 1/2 KG MOP +25 KG FYM PER YEAR/PLANT
black gram weed management,RECOMMENDED TO SPRAY PROPAQUIZAFOP 250 ML/200 LITRES OF WATER /ACRE
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
FERTILIZER MANAGEMENT IN PADDY,RECOMMENDED TO SPRAY 19-19-19 KG/ACRE
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
weather report:,TODAY RAIN IS NOT OCCUR IN YOUR AREA
RICE BLAST,RECOMMENDED TO SPRAT   HEXACONAZOLE+ZINEB   500 GRAMS / 200 LITERS OF WATER /ACRE
weather report:,Partly sunny with a shower or thunderstorm
SUCKING PEST IN CHILLI,RECOMMENDED TO SPRAY TRIAZOPHOS 300 ML /200 LITERS OF WATER / ACRE
weather report:,Partly sunny with a shower or thunderstorm
TOMATO ZINC DEFICIENCY,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRSMS PER LITER OF WATER
management of sorghum stem borer,RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  3-4 KG /ACRE
WEATHER REPORT,WEATHER REPORT: Today there is no chance of rainfall in your area
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
WEATHER REPORT,WEATHER REPORT: Today there is no chance of rainfall in your area
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
WEATHER REPORT,WEATHER REPORT : Today there is no chance of rainfall in your area
WEATHER REPORT,WEATHER REPORT: Partly sunny and pleasant
WEATHER REPORT IN NALLAKALVA,WEATHER REPORT IN NALLAKALVA: Nice with clouds and sunshine
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
weed management in green gram 15-20 days after sowing,RECOMMENDED TO SPRAY PROPAQUIZAFOP(AGIL) 250-300 ML/ACRE
TERMITES IN BITTER GOURD,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML/1 LITER OF WATER
GROUNDNUT NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY  potassium nitrate (13-0-45)  1 KG/ACRE IN 200 LT WATER
WEATHER REPORT,Delightful with clouds and sun
TOMATO GROWTH MANAGEMENT,RECOMMENDED TO SPRAY MULTI-K 5 GRAM / LITER WATER
mite management,RECOMMENDED TO SPRAY  ETHION  300 ML /200 LITRES OF WATER /ACRE
MANGO JASSIDS,MANGO JASSIDS : RECOMMENDED TO SPRAY THIOMETHOXIME 3 GRAM IN 10 LITRES WATER
WEATHER REPORT,TODAY A RAIN NOT  IS LIKELY TO TAKE PLACE IN YOUR AREA
TOMATO ROOT ROT MANAGEMENT,RECOMMENDED  TO DRENCH  COPPOR OXY CHLORIDE  3 GRAMS / LIT OF WATER
weather report:,Partly sunny with a shower or thunderstorm
weather report:,"weather report:
Partly sunny with a shower or thunderstorm"
weather report:,Partly sunny with a shower or thunderstorm
midge fly,RECOMMENDED TO SPRAY TRIAZOPHOS 300 ML /200 LITRES OF WATER / ACRE
WEATHER REPORT IN MARNEPALLE,WEATHER REPORT IN MARNEPALLE:Pleasant with periods of clouds and sunshine
weather report,weather report :   today there is no chance of rain fall in your area
spodoptera litura,RECOMMENDED TO SPRAY FLUBENDAMIDE 40-50 ML PER ACRE
CHILLI MIDGEFLY,CHILLI MIDGEFLY: RECOMMENDED TO SPRAY TRIAZOPHOS  300 ML PER ACRE
PADDY STEMBORER,PADDY STEMBORER : RECOMMENDED TO APPLY CARBOFURON 3 G GRANULES 8 KILO PER ACRE
WEATHER REPORT,:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
weather report:,Partly sunny with a shower or thunderstorm
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
weather report,weather report :   today there is no chance of rain fall in your area
management of chilli upward curling,RECOMMENDED TO SPRAY SPINOSAD 75 ML/200 LITRES OF WATER / ACRE
sugar cane weed management,"recommended to spray metribuzin 600gm + 2,4 D- sodium salt 500 gm / acre"
CHILLY LEAF SPOT MANAGEMENT,"CHILLY LEAF SPOT MANAGEMENT : RECOMMENDED FOR SPRAY CARBENDIZAM + ,MANCOZEB (SAFF)2 GRAMS/ 1 LITER OF WATER"
CHILLY SPODOPTERA MANAGEMENT,CHILLY SPODOPTERA MANAGEMENT : RECOMMENDED FOR SPRAY SPINOSAD 75 ML/ ACRE
WEATHER REPORT,Nice with plenty of sunshine
pod borer management in tomato,pod borer management in tomato : RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS /200 LITRES OF WATER / ACRE
WATER MELON FRUIT ROT DAMAGE,RECOMMENDED TO SPRAY RIDOMIL GOLD  2 GRAM / LITER WATER
WATER MELON CATERPILLER CONTROL,RECOMMENDED TO SPRAY ACEPHATE 300 GR/ACRE IN  200 LT WATER
weather report,no rain your area cloudy weather occur
BLACK GRAM SOWING TIME,BLACK GRAM SOWING TIME ;;FEBRAUARY MARCH
PAPAYA LEAF SPOT:,PAPAYA LEAF SPOT:RECOMMENDED CARBANDAZIM+MANCOZEB(SAFF)2GRM/LITER WATER
rose rat management,recommended to alluminium phosphate
WEATHER REPORT:,WEATHER REPORT:THERE IS NO CHANCE OF RAIN IN YOUR PLACE
BRINJAL ROOT ROT,RECOMMENDED  TO SPRAY COPPER OXY CHLORIDE  600 GRAMS   +   STREPTOCYCLINE   20 GRAM  / 200 LITRES OF WATER /ACRE
white fly in chilli,RECOMMENDED FOR SPRAY ACEPHATE 300 GR/ACRE IN  200 LT WATER
WEATHER REPORT,WEATHER REPORT :   today there is no chance of rain fall in your area
UPWORD CURLING IN CHILLI,RECOMMENDED TO SPRAY SPINOSAD 75 ML/200 LITERS OF WATER / ACRE
cotton mites management,cotton mites management : RECOMMENDED TO SPRAY  PROPARGITE   200 ML /200 LITRES OF WATER / ACRE
mosaic in black gram,recommended to spray acephate 1.5gr/lit of  water
weather report,THERE IS NO CHANCE TO RAINFALL IN YOUR AREA
weather report:,today there is no chance of rainfall in your area
GROUNDNUT GRAM POD BORER MANAGEMENT,GROUNDNUT GRAM POD BORER MANAGEMENT : RECOMMENDED FOR SPRAY PROFINOPHOS 2 ML/ 1 LITER OF WATER
WEATHER REPORT,WEATHER REPORT : Today there is no chance of rainfall in your area
weather report,THERE IS NO CHANCE TO RAINFALL IN YOUR AREA
CHILLY UPWARD CURLING MANAGEMENT,CHILLY UPWARD CURLING MANAGEMENT : RECOMMNDED FOR SPRAY 13-0-45(POTASSIUM NITRTE) 5 GRAMS/ 1 LITER OF WATER
WEATHER REPORT,WEATHER REPORT:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
bitter gourd sowing time,recommended sowing time ;January 2nd week ;February
weather report,today there is no chance of rain fall in your area
weather report,no rain your area cloudy weather occur
WEED MANAGEMENT,WEED MANAGEMENT :RECOMMENDED TO SPRAY PENDIMETHALIN 5 ML /1 LITER OF WATER
weather report,no rain your area cloudy weather occur
weather report,today there is no chance of rain fall in your area
MANGO SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY IMIDACHLOPRID 60 ML PER ACRE
COTTON MARKET RATE,"MINIMUM;4459/-,MAXIMUM;5889 /- PER QUINTAL"
MAIZE LEAF BLIGHT CONTROL,RECOMMANDED TO SPRAY MANCOZEB 3 GMS PER LITRE OF WATER
SEED TREATMENT,"INSECTICIDE-IMIDACLOPRID  or THIAMETHOXAM 5 GRAMS (SUCKING PESTS) 
 SEEED TREATMENT  WITH FUNGICIDE - CARBENDAZIM 1 GRAM OR CAPTAN/THIRAM /MANCOZEB 3 GRAMS /1 KG SEEDS"
SUCKING PEST MANAGEMENT,SUCKING PEST MANAGEMENT:RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML /200 LITRES OF WATER / ACRE
black gram flower drop:,black gram flower drop:RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID 50 ML/ 200 LITRES OF WATER /ACRE
weather report:,weather report: no rain your area cloudy weather occur
weather report,Nice with brilliant sunshine
WEATHER REPORT,NO RAINS ARE THERE IN YOUR AREA
chili powdery mildew management,RECOMMENDED TO SPRAY DINOCAP  400 ML /200 LITRES OF WATER / ACRE
mango nutrient management,recommended to spray 13-0-45 one kg per acre
weathe report,no rain your area cloudy weather occur
SCHEMES OF TRACTORS,"SCHEMES OF TRACTORS :  
RECOMMENDED TO CONTACT YOUR AGRICULTURE OFFICER"
banana leaf  spot,RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS/  200 LITRES OF WATER /ACRE
onion fertilizer management:,onion fertilizer management:recommended zypsum 100kg/acre
chilli midge fly management,recommended to spray triazophos 300 ml/acre
plant drying,copper oxy chloride 3gr/lit of water
leaf spot in ground nut,RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS/  200 LITERS OF WATER /ACRE
black gram nutrient management,recommended to spray 19-19-19 one kg per acre
GROUNDNUT FERTILIZERS MANAGEMENT,RECOMMANDED TO APPLY SUPER PHASPHATE 100 KGS AND POTASH-33 KGHS AND UREA-18 KGS PER ACRE
BLACKGRAM POD BORER,BLACKGRAM POD BORER: RECOMMENDED TO SPRAY DIMETHOATE 400 ML PER ACRE
PADDY WEED CONTROL,RECOMMENDED TO SPRAY PHENOXY  PROP-P-ETHYL (WHIP SUPER ) 200 ML ACRE
problematic algea in paddy,suggested to use the 0.5 kg cacium carbonate use the irrigation
sesame varieties,recommended sesame varieties yellamanchili-66
zinc deficiency in paddy,recommended to spray of zinc sulphate 2 grams per litre
PADDY MARKET INFORMATION,"PADDY MARKET INFORMATION : ongole
MINIMUM PRICE - 2530/- Rs/ QUINTAL  
MAXIMUM PRICE - 2600/- Rs/ QUINTAL"
SUCKING PEST IN CHILLI,RECOMMENDED TO SPRAY DIFENTHIURON   300 GRAMS/200 LITERS OF WATER /ACRE
weather report,no rain your area cloudy weather occur
WEATHER REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
weather report,WEATHER REPORT:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
CHILLY NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS/1 LITRE OF WATER
WEATHER REPORT,WEATHER REPORT:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
paddy bph management,paddy bph management : RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITRES OF WATER / ACRE
WEATHER REPORT,WEATHER REPORT:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
weather report,no rain your area cloudy weather occur
weather report,no rain your area cloudy weather occur
stem borer in paddy,RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  8-10 KG /ACRE
white fly in chilli,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITERS OF WATER / ACRE
WEATHER  REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
fruit fly in melons,recommended to posion bait malathian 100ml+100gr sugar
ground nut leaf folder,RECOMMENDED TO SPRAY MONOCROTOPHOS  320 ML /200 LITRES OF WATER /ACRE
MARKET INFORMATION IN PADDY:,"MARKET INFORMATION IN PADDY:2100	2200/QUINTAL"
chilli flowering management,RECOMMENDED TO SPRAY 13-0-45 1KG/ACRE IN 200 LT WATER
Black gram best variety,"Black gram best variety  : LBG-752,PU-31,TBG-104,106"
BLACK GRAM YELLOW MOSAIC VIRUS:,BLACK GRAM YELLOW MOSAIC VIRUS:RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML /200 LITRES OF WATER / ACRE
weather report,Pleasant with abundant sunshine
weather report,no rain your area cloudy weather occur
nutrient management in chilli,recommended to spray 13;0;45 multi K  5 gr/lit of water
weather report,no rain your area cloudy weather occur
weather report,no rain  your area cloudy weather occur
Mango flower drop management,Recommended to spray Naphthalene  Acetic Acid   4.5 ml/20 litre
Black gram  time of sowing,Black gram  time of sowing  : February to march
MIDGE MANAGEMENT,MIDGE MANAGEMENT : RECOMMENDED TO SPRAY CARBOSULFAN 400 ML /200 LITERS OF WATER /ACRE
POD BORER MANAGEMENT,POD BORER MANAGEMENT : RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML /200 LITERS OF WATER / ACRE
mango hopper management,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS /200 LITRES OF WATER / ACRE
CHILLY THRIPS MANAGEMENT,RECOMMENDED TO SPRAY DIFENTHIURON   300 GRAMS/200 LITRES OF WATER /ACRE
suitable crops for growing in summer season,"suggested to greengram,cowpea, blackgram,"
BITTER GUARD VARIETIES,"BITTER GUARD VARIETIES : NBTH-101 , NS-431 , 432"
LEAF BLIGHT IN MAIZE,RECOMMENDED TO SPRAY MANCOZEB  500-600 GRAMS  PER ACRE ??o??????
ground water information,"Deputy Director, Ground Water Department,H.No.20-997/1, Co-operative Colony,Kadapa - 516 001.	Kadapa	08562	221060	200066	9393148057	sgwdcdp@g
mail.com17	Deputy Director, Ground Water Department,Plot No.8, Dhanareddy"
WEATHER  REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
weather report,no rain your area cloudy weather occur
FLOWER DROPING IN MANGO,RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID 50 ML/ 200 LITRES OF WATER /ACRE
cotton market information,"cotton market information : Cotton (Unginned) 
minimum.4900 maximum.5200 average.5000 Rs/Quintal"
MAIZE NUTRIENT MANAGEMENT,MAIZE NUTRIENT MANAGEMENT : RECOMMENDED TO SPRAY POTASSIUM NITRATE 1 KG PER ACRE
WEATHER  REPORT,WEATHER  REPORT :   today there is no chance of rain fall in your area
potato nutrient managemnt,potato nutrient managemnt: no need of fertilizers
WATERMELON VARIETIES,"WATERMELON VARIETIES : ASAHI YAMATA, SUGAR BABY, ARKA JYOTHI, ARKA MAINK, DURGAPUR KESAR, DURGAPUR META ARE SUITABLE AND Informed that watermelon can be sown from Dec 2nd week to Jan first week. Also Advised to follow 2-2. 5 m x 30-50 cm spacing with irrigation canal of 60cm."
WATERMELON VARIETIES,"WATERMELON VARIETIES : ASAHI YAMATA, SUGAR BABY, ARKA JYOTHI, ARKA MAINK, DURGAPUR KESAR, DURGAPUR META ARE SUITABLE AND Informed that watermelon can be sown from Dec 2nd week to Jan first week. Also Advised to follow 2-2. 5 m x 30-50 cm spacing with irrigation canal of 60cm."
weather report,no rain your area cloudy weather occur
SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPARY ACEPHATE 300 GRAMS PER ACRE
CHILLI MARKET RATE,"MINIMUM;5000/-,MAXIMUM;	11200/- PER QUINTAL"
weed management in groundnut,RECOMMENDED TO SPRAY IMAZITAPYR  300- 400 ML PER ACRE
stem borer in maize,RECOMMENDED FOR APPLY CARBOFURAN 3 G 10 KGS/ACRE
weed managemnt in watermelon,RECOMMENDED TO SPRAY PENDIMETHALIN(STOMP) 1-1.25 LITRE/ACRE
weather report,no rain your area cloudy weather occur
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
upward curling in chilly,RECOMMENDED FOR SPRAY ACEPHATE 300 GR/ACRE IN  200 LT Water
sowing time of blackgram,sowing time of blackgram : january
weed management in paddy,weed management in paddy :RECOMMENDED TO SPRAY BISPYRIBAC SODIUM 100 ML/200 LITRES OF WATER  PER ACRE
WEATHER  REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
COTTON MARKET INFORMATION,"COTTON MARKET INFORMATION : Cotton Adoni Kapas (Adoni) 
MINIMUM.4359 MAXIMUM.5690 AVERAGE.5240 Rs/Quintal"
management of chilli powder mildew,RECOMMENDED TO SPRAY DINOCAP  400 ML /200 LITRES OF WATER / ACRE
BLACK GRAM RUST,RECOMMENDED TO SPRAY COPPOR OXY CHLORIDE  600 GRAMS   /ACRE
weather report,no rain your area cloudy weather occur
SOWING TIME OF BLACKGRAM,SOWING TIME OF BLACKGRAM :JANUARY
WEATHER REPORT,:NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
WEATHER REPORT,WEATHER REPORT: MOSTLY CLEAR WEATHER IN YOUR AREA
nutrient management in tamato,13;0;45 multi k
paddy market rate,"minimum;1930/-,maximum;	1950/- per quintal"
MANGO LEAF HOPPER MANAGEMENT,MANGO LEAF HOPPER MANAGEMENT : RECOMMENDED TO SPRAY DIMETHOATE  400ML /200 LITRES OF WATER /ACRE
weather report,no rain your area cloudy weather occur
WEATHER REPORT:,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR
GROUND NUT TOBACCO CATERPILLAR MANAGEMENT,GROUND NUT TOBACCO CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY SPINOSAD 75 ML/200 LITRES OF WATER / ACRE
WEATHER REPORT,The rain is not likely to take place in your area
weather report,Pleasant with abundant sunshine
CHILLI BACTERIAL LEAF BLIGHT,recommended to spray copper oxy chloride 30gr+streptocycln 1gr 10 liter water
STEM borer in paddy,RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  8-10 KG /ACRE
green gram varieties,green gram varieties : LGG-452
WEATHER REPORT,Nice with plenty of sun
chilli virus management:,chilli virus management:recommended yellow sticky trap
LEMON GUMMOSIS MANAGEMENT,RECOMMENDED TO SPRAY CARBENDAZIM   1 GRAMS/  1 LITERS OF WATER /ACRE
WEATHER REPORT,The rain is not likely to take place in your area
upward curling in chilli,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITERS OF WATER / ACRE
WEATHER  REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
weed management in maize,RECOMMENDED TO SPRAY ATRAZINE 800 GRAMS PER ACRE
CHRYSANTHEMUM CULTURAL PRACTICES,CHRYSANTHEMUM CULTURAL PRACTICES: NOT TO CUT UPTO THE GROUND LEVEL
powdery mildew in mango,RECOMMENDED TO SPRAY DINOCAP(KERATHANE) 400 ML PER ACRE
COTTON PINK BOLL WORM MANAGEMENT,COTTON PINK BOLL WORM MANAGEMENT : RECOMMENDED TO SPRAY SPINOSAD 75 ML/200 LITRES OF WATER / ACRE
WEATHER  REPORT,THERE IS NO CHANCE OF RAIN IN YOUR PLACE
POWDERY MILDEW IN CHILLI,RECOMMENDED TO SPRAY AZOXYSTROBIN  150 ML /200 LITRES OF WATER /ACRE
weather report,THERE IS NO CHANCE TO RAINFALL IN YOUR AREA
weather report,no rain your area cloudy weather occur
weather report,THERE IS NO CHANCE TO RAINFALL IN YOUR AREA
weather report,no rain your area cloudy weather occur
weather report,no rain your area cloudy weather occur
WEATHER REPORT,NO RAIN
weather report,no rain your area cloudy weather occur
weather report,no rain your area cloudy weather occur
weather report:,today there is no chance of rainfall in your area
WEATHER REPORT,Comfortable with sunshine mixing with some clouds
PADDY ZINC DEFICIENCY,recommended to spray of zinc sulphate 2 grams per litre
CHILLI NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY 13-0-45 ONE KG PER ACRE
weather report,no rain your area cloudy weather occur
YELLOW MOSAIC VIRUS IN GREEN GRAM,RECOMMENDED TO SPRAY TRIZOPHOS 300 ML/200 LITRES OF WATER
weather report:,weather report: Today there is no chance of rainfall in your area
black gram weed management,RECOMMENDED TO SPRAY PROPAQUIZAFOP(AGIL) 250-300 ML/ACRE
MAIZE VARIETY,RECOMMENDED MAIZE VARIETY ;DHM-117
leaf spots in chilli,RECOMMENDED TO SPRAY AZOXYSTROBIN  150 ML /200 LITRES OF WATER /ACRE
MANGO SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML /200 LITRES OF WATER / ACRE
WEED MANAGEMENT BLACK GRAM,NOT RECOMMENDED
weather report:,today there is no chance of rainfall in your area
weather report:,today there is no chance of rainfall in your area
GREEN GRAM THRIPS MANAGEMENT,GREEN GRAM THRIPS MANAGEMENT : RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS/ 200 LITRES OF WATER / ACRE
citrus canker,RECOMMENDED  TO SPRAY COPPER OXY CHLORIDE  600 GRAMS   +   STREPTOCYCLINE   20 GRAM  / 200 LITRES OF WATER /ACRE
CHILLI MIDGE FLY MANAGEMANT,CHILLI MIDGE FLY MANAGEMANT ;;RECOMMENDED TO SPRAY TRIAZOPHOS 300 ML /200 LITRES OF WATER / ACRE
